original_concept_name_gm	diff_1_cc	diff_2_cc	concept_id	concept_name	diff_3_cc	diff_4_cn_who
Verletzung des Rückenmarkes: T2/T3	S24.72	S24.7	(null)	(null)	S24	Verletzung der Nerven und des Rückenmarkes in Thoraxhöhe
Veränderung des prostataspezifischen Antigens [PSA]	R77.80	R77.8	2008317	Sonstige näher bezeichnete Veränderungen der Plasmaproteine	(null)	(null)
Divertikulitis des Dünndarmes ohne Perforation und Abszess, mit Blutung	K57.13	K57.1	2004721	Divertikulose des Dünndarmes ohne Perforation oder Abszess	(null)	(null)
Sonstige Schleimbeutelzyste: Mehrere Lokalisationen	M71.30	M71.3	2005741	Sonstige Schleimbeutelzyste	(null)	(null)
Luxation einer oder mehrerer Zehen: Metatarsophalangeal (-Gelenk)	S93.11	S93.1	2009098	Luxation einer oder mehrerer Zehen	(null)	(null)
Gelenkschädigung, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]	M24.93	M24.9	2005512	Gelenkschädigung, nicht näher bezeichnet	(null)	(null)
Subluxationsstenose des Spinalkanals: Abdomen und sonstige Lokalisationen	M99.29	M99.2	2005942	Subluxationsstenose des Spinalkanals	(null)	(null)
Sonstige näher bezeichnete Krankheiten des Rückenmarkes	G95.88	G95.8	2003232	Sonstige näher bezeichnete Krankheiten des Rückenmarkes	(null)	(null)
Chondromalazie: Unterschenkel [Fibula, Tibia, Kniegelenk]	M94.26	M94.2	2005916	Chondromalazie	(null)	(null)
Erworbener Spreizfuß	M21.63	M21.6	2005480	Sonstige erworbene Deformitäten des Knöchels und des Fußes	(null)	(null)
Schleimbeutelabszess: Unterschenkel [Fibula, Tibia, Kniegelenk]	M71.06	M71.0	2005738	Schleimbeutelabszess	(null)	(null)
Biomechanische Funktionsstörung, nicht näher bezeichnet: Zervikalbereich [zervikothorakal]	M99.91	M99.9	2005949	Biomechanische Funktionsstörung, nicht näher bezeichnet	(null)	(null)
Spastische Paraparese und Paraplegie: Akute komplette Querschnittlähmung nichttraumatischer Genese	G82.10	G82.1	2003183	Spastische Paraparese und Paraplegie	(null)	(null)
Leukämie, nicht näher bezeichnet: Ohne Angabe einer kompletten Remission	C95.90	C95.9	2001445	Leukämie, nicht näher bezeichnet	(null)	(null)
Chondrolyse: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M94.38	M94.3	2005917	Chondrolyse	(null)	(null)
Sonstiger näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen: Als entgleist bezeichnet	E13.31	E13.3	2002068	Sonstiger näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen	(null)	(null)
Juvenile chronische Arthritis, systemisch beginnende Form: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M08.28	M08.2	2005380	Juvenile chronische Arthritis, systemisch beginnende Form	(null)	(null)
Arzneimittelinduzierte Osteoporose mit pathologischer Fraktur: Unterschenkel [Fibula, Tibia, Kniegelenk]	M80.46	M80.4	2005803	Arzneimittelinduzierte Osteoporose mit pathologischer Fraktur	(null)	(null)
Arthritis und Polyarthritis durch sonstige Streptokokken: Nicht näher bezeichnete Lokalisation	M00.29	M00.2	2005330	Arthritis und Polyarthritis durch sonstige Streptokokken	(null)	(null)
Weichteilschaden II. Grades bei offener Fraktur oder Luxation des Oberarmes	S41.88	S41.8	2008755	Offene Wunde sonstiger und nicht näher bezeichneter Teile des Schultergürtels	(null)	(null)
Traumatische Arthropathie: Unterarm [Radius, Ulna, Handgelenk]	M12.53	M12.5	2005409	Traumatische Arthropathie	(null)	(null)
Osteodystrophia deformans bei Neubildungen: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M90.61	M90.6	2005886	Osteodystrophia deformans bei Neubildungen	(null)	(null)
Sonstige näher bezeichnete Gelenkschädigungen, anderenorts nicht klassifiziert: Nicht näher bezeichnete Lokalisation	M24.89	M24.8	2005511	Sonstige näher bezeichnete Gelenkschädigungen, anderenorts nicht klassifiziert	(null)	(null)
Sonstige oberflächliche Verletzungen des Unterschenkels: Blasenbildung (nichtthermisch)	S80.82	S80.8	2009010	Sonstige oberflächliche Verletzungen des Unterschenkels	(null)	(null)
Kristall-Arthropathie, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]	M11.96	M11.9	2005402	Kristall-Arthropathie, nicht näher bezeichnet	(null)	(null)
Verbrennung nicht näher bezeichneten Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Achselhöhle	T22.03	T22.0	2009297	Verbrennung nicht näher bezeichneten Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand	(null)	(null)
Chronische myelomonozytäre Leukämie: In kompletter Remission	C93.11	C93.1	2001430	Chronische myelomonozytäre Leukämie	(null)	(null)
Arteria-spinalis-anterior-Kompressionssyndrom und Arteria-vertebralis-Kompressionssyndrom: Okzipito-Atlanto-Axialbereich	M47.01	M47.0	2005616	Arteria-spinalis-anterior-Kompressionssyndrom und Arteria-vertebralis-Kompressionssyndrom	(null)	(null)
Gelenkkontraktur: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M24.54	M24.5	2005508	Gelenkkontraktur	(null)	(null)
Hereditärer Faktor-XII-Mangel	D68.25	D68.2	2001881	Hereditärer Mangel an sonstigen Gerinnungsfaktoren	(null)	(null)
Verätzungen von 60-69 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verätzungen 3. Grades	T32.60	T32.6	2009399	Verätzungen von 60-69 % der Körperoberfläche	(null)	(null)
Nicht näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet	E14.80	E14.8	2002084	Nicht näher bezeichneter Diabetes mellitus: Mit nicht näher bezeichneten Komplikationen	(null)	(null)
Bursitis bei chronischer Polyarthritis: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M06.28	M06.2	2005364	Bursitis bei chronischer Polyarthritis	(null)	(null)
Sonstige oberflächliche Verletzungen des Unterarmes: Blasenbildung (nichtthermisch)	S50.82	S50.8	2008813	Sonstige oberflächliche Verletzungen des Unterarmes	(null)	(null)
Verätzungen von 20-29 % der Körperoberfläche: Weniger als 10 % oder nicht näher bezeichneter Anteil von Verätzungen 3. Grades	T32.20	T32.2	2009395	Verätzungen von 20-29 % der Körperoberfläche	(null)	(null)
Bursitis calcarea: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M71.45	M71.4	2005742	Bursitis calcarea	(null)	(null)
Skelettfluorose: Unterarm [Radius, Ulna, Handgelenk]	M85.13	M85.1	2005840	Skelettfluorose	(null)	(null)
Spondylopathie, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation	M48.99	M48.9	2005629	Spondylopathie, nicht näher bezeichnet	(null)	(null)
Sekundäre bösartige Neubildung der Genitalorgane	C79.82	C79.8	2001342	Sekundäre bösartige Neubildung sonstiger näher bezeichneter Lokalisationen	(null)	(null)
Karpaltunnel-Syndrom während der Schwangerschaft	O26.82	O26.8	2006604	Sonstige näher bezeichnete Zustände, die mit der Schwangerschaft verbunden sind	(null)	(null)
Sonstige arzneimittelinduzierte Osteomalazie bei Erwachsenen: Unterschenkel [Fibula, Tibia, Kniegelenk]	M83.56	M83.5	2005827	Sonstige arzneimittelinduzierte Osteomalazie bei Erwachsenen	(null)	(null)
Idiopathische Osteoporose mit pathologischer Fraktur: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M80.54	M80.5	2005804	Idiopathische Osteoporose mit pathologischer Fraktur	(null)	(null)
Oberflächliche Verletzung an einer nicht näher bezeichneten Körperregion: Schürfwunde	T14.01	T14.0	2009237	Oberflächliche Verletzung an einer nicht näher bezeichneten Körperregion	(null)	(null)
Funktionale Höhe der Schädigung des Rückenmarkes: Th11-L1	G82.65	G82.6	(null)	(null)	G82	Paraparese und Paraplegie, Tetraparese und Tetraplegie
Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M24.31	M24.3	2005506	Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert	(null)	(null)
Frührehabilitations-Barthel-Index: -75 bis 30 Punkte	U52.1	U52	(null)	(null)	(null)	(null)
Sonstige sekundäre Kyphose: Lumbosakralbereich	M40.17	M40.1	2005577	Sonstige sekundäre Kyphose	(null)	(null)
Meniskusganglion: Hinterhorn des Außenmeniskus	M23.05	M23.0	2005493	Meniskusganglion	(null)	(null)
Sonstige näher bezeichnete Knorpelkrankheiten: Oberarm [Humerus, Ellenbogengelenk]	M94.82	M94.8	2005918	Sonstige näher bezeichnete Knorpelkrankheiten	(null)	(null)
Autonome Dysreflexie als Schwitzattacken	G90.41	G90.4	2003201	Autonome Dysreflexie	(null)	(null)
Osteoporose mit pathologischer Fraktur nach Ovarektomie: Oberarm [Humerus, Ellenbogengelenk]	M80.12	M80.1	2005800	Osteoporose mit pathologischer Fraktur nach Ovarektomie	(null)	(null)
Postmenopausale Osteoporose mit pathologischer Fraktur: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M80.01	M80.0	2005799	Postmenopausale Osteoporose mit pathologischer Fraktur	(null)	(null)
Juvenile Osteochondrose der Wirbelsäule: Okzipito-Atlanto-Axialbereich	M42.01	M42.0	2005592	Juvenile Osteochondrose der Wirbelsäule	(null)	(null)
Verbrennung Grad 2a des Rumpfes: Thoraxwand mit Ausnahme von Brustdrüse und -warze	T21.22	T21.2	2009290	Verbrennung 2. Grades des Rumpfes	(null)	(null)
Krankheit der Synovialis und der Sehnen, nicht näher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M67.98	M67.9	2005722	Krankheit der Synovialis und der Sehnen, nicht näher bezeichnet	(null)	(null)
Eitrige Arthritis, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation	M00.99	M00.9	2005332	Eitrige Arthritis, nicht näher bezeichnet	(null)	(null)
Tuberkulose der Wirbelsäule: Lumbosakralbereich	M49.07	M49.0	2005631	Tuberkulose der Wirbelsäule	(null)	(null)
Seronegative chronische Polyarthritis: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M06.05	M06.0	2005362	Seronegative chronische Polyarthritis	(null)	(null)
Distale interphalangeale Arthritis psoriatica: Mehrere Lokalisationen	M07.00	M07.0	2005370	Distale interphalangeale Arthritis psoriatica	(null)	(null)
Arteria-spinalis-anterior-Kompressionssyndrom und Arteria-vertebralis-Kompressionssyndrom: Sakral- und Sakrokokzygealbereich	M47.08	M47.0	2005616	Arteria-spinalis-anterior-Kompressionssyndrom und Arteria-vertebralis-Kompressionssyndrom	(null)	(null)
Kalzifikation und Ossifikation von Muskeln bei Lähmungen: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M61.27	M61.2	2005679	Kalzifikation und Ossifikation von Muskeln bei Lähmungen	(null)	(null)
Gelenkfistel: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M25.18	M25.1	2005515	Gelenkfistel	(null)	(null)
Arthritis bei Crohn-Krankheit [Enteritis regionalis]: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M07.44	M07.4	2005374	Arthritis bei Crohn-Krankheit [Enteritis regionalis]	(null)	(null)
Arthritis bei Colitis ulcerosa: Unterschenkel [Fibula, Tibia, Kniegelenk]	M07.56	M07.5	2005375	Arthritis bei Colitis ulcerosa	(null)	(null)
Sonstige Spondylose mit Radikulopathie: Mehrere Lokalisationen der Wirbelsäule	M47.20	M47.2	2005618	Sonstige Spondylose mit Radikulopathie	(null)	(null)
Chondromalazie: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M94.28	M94.2	2005916	Chondromalazie	(null)	(null)
Traumatische Spondylopathie: Okzipito-Atlanto-Axialbereich	M48.31	M48.3	2005625	Traumatische Spondylopathie	(null)	(null)
Sonstige Osteomalazie im Erwachsenenalter: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M83.84	M83.8	2005828	Sonstige Osteomalazie im Erwachsenenalter	(null)	(null)
Valgusdeformität, anderenorts nicht klassifiziert: Nicht näher bezeichnete Lokalisation	M21.09	M21.0	2005474	Valgusdeformität, anderenorts nicht klassifiziert	(null)	(null)
Sonstige Binnenschädigungen des Kniegelenkes: Vorderes Kreuzband	M23.81	M23.8	2005500	Sonstige Binnenschädigungen des Kniegelenkes	(null)	(null)
Knochenfraktur bei Neubildungen: Unterarm [Radius, Ulna, Handgelenk]	M90.73	M90.7	2005887	Knochenfraktur bei Neubildungen	(null)	(null)
Valgusdeformität, anderenorts nicht klassifiziert: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M21.05	M21.0	2005474	Valgusdeformität, anderenorts nicht klassifiziert	(null)	(null)
Sonstige Ossifikation von Muskeln: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M61.51	M61.5	2005682	Sonstige Ossifikation von Muskeln	(null)	(null)
Idiopathische Skoliose beim Jugendlichen: Okzipito-Atlanto-Axialbereich	M41.11	M41.1	2005584	Idiopathische Skoliose beim Jugendlichen	(null)	(null)
Akute Monoblasten-/Monozytenleukämie: Ohne Angabe einer kompletten Remission	C93.00	C93.0	2001429	Akute Monoblasten/Monozytenleukämie	(null)	(null)
Seropositive chronische Polyarthritis, nicht näher bezeichnet: Mehrere Lokalisationen	M05.90	M05.9	2005360	Seropositive chronische Polyarthritis, nicht näher bezeichnet	(null)	(null)
Sonstige juvenile Arthritis: Mehrere Lokalisationen	M08.80	M08.8	2005383	Sonstige juvenile Arthritis	(null)	(null)
Arzneimittelinduzierte Agranulozytose und Neutropenie: Kritische Phase 10 Tage bis unter 20 Tage	D70.11	D70.1	(null)	(null)	D70	Agranulozytose
Krankheit der Wirbelsäule und des Rückens, nicht näher bezeichnet: Lumbalbereich	M53.96	M53.9	2005659	Krankheit der Wirbelsäule und des Rückens, nicht näher bezeichnet	(null)	(null)
Fraktur eines Lendenwirbels: L5	S32.05	S32.0	2008677	Fraktur eines Lendenwirbels	(null)	(null)
Sonstige näher bezeichnete Knorpelkrankheiten: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M94.81	M94.8	2005918	Sonstige näher bezeichnete Knorpelkrankheiten	(null)	(null)
Arthritis und Polyarthritis durch Staphylokokken: Unterarm [Radius, Ulna, Handgelenk]	M00.03	M00.0	2005328	Arthritis und Polyarthritis durch Staphylokokken	(null)	(null)
Weichteilschaden III. Grades bei offener Fraktur oder Luxation des Fußes	S91.89	S91.8	(null)	(null)	S91	Offene Wunde der Knöchelregion und des Fußes
Posttraumatische Arthrose sonstiger Gelenke: Unterarm [Radius, Ulna, Handgelenk]	M19.13	M19.1	2005461	Posttraumatische Arthrose sonstiger Gelenke	(null)	(null)
Eitrige Arthritis, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M00.97	M00.9	2005332	Eitrige Arthritis, nicht näher bezeichnet	(null)	(null)
Sonstige Knochennekrose: Nicht näher bezeichnete Lokalisation	M87.89	M87.8	2005863	Sonstige Knochennekrose	(null)	(null)
Nichteitrige Mastitis im Zusammenhang mit der Gestation: Mit Angabe von Schwierigkeiten beim Anlegen	O91.21	O91.2	2006915	Nichteitrige Mastitis im Zusammenhang mit der Gestation	(null)	(null)
Weibliche Genitalverstümmelung in der Eigenanamnese, Typ nicht näher bezeichnet	Z91.70	Z91.7	2012368	Weibliche Genitalverstümmelung in der Eigenanamnese	(null)	(null)
Hypertensive Herzkrankheit mit (kongestiver) Herzinsuffizienz: Ohne Angabe einer hypertensiven Krise	I11.00	I11.0	2003736	Hypertensive Herzkrankheit mit (kongestiver) Herzinsuffizienz	(null)	(null)
Synovitis und Tenosynovitis bei anderenorts klassifizierten bakteriellen Krankheiten: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M68.08	M68.0	2005724	Synovitis und Tenosynovitis bei anderenorts klassifizierten bakteriellen Krankheiten	(null)	(null)
Neubildung unsicheren oder unbekannten Verhaltens: Pankreas	D37.70	D37.7	2001710	Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane	(null)	(null)
Sonstige chronische hämatogene Osteomyelitis: Oberarm [Humerus, Ellenbogengelenk]	M86.52	M86.5	2005854	Sonstige chronische hämatogene Osteomyelitis	(null)	(null)
Osteoporose mit pathologischer Fraktur infolge Malabsorption nach chirurgischem Eingriff: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M80.31	M80.3	2005802	Osteoporose mit pathologischer Fraktur infolge Malabsorption nach chirurgischem Eingriff	(null)	(null)
Neuropathische Spondylopathie: Thorakolumbalbereich	M49.45	M49.4	2005635	Neuropathische Spondylopathie	(null)	(null)
Sonstige Instabilität eines Gelenkes: Unterarm [Radius, Ulna, Handgelenk]	M25.33	M25.3	2005517	Sonstige Instabilität eines Gelenkes	(null)	(null)
Priapismus vom Low-Flow-Typ	N48.30	N48.3	2006214	Priapismus	(null)	(null)
Idiopathische Skoliose beim Kind: Zervikothorakalbereich	M41.03	M41.0	2005583	Idiopathische Skoliose beim Kind	(null)	(null)
Sonstige Ossifikation von Muskeln: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M61.57	M61.5	2005682	Sonstige Ossifikation von Muskeln	(null)	(null)
Fraktur der ersten Rippe	S22.31	S22.3	2008607	Rippenfraktur	(null)	(null)
Sonstige näher bezeichnete Krankheiten der Wirbelsäule und des Rückens: Zervikalbereich	M53.82	M53.8	2005658	Sonstige näher bezeichnete Krankheiten der Wirbelsäule und des Rückens	(null)	(null)
Knochentuberkulose: Unterarm [Radius, Ulna, Handgelenk]	M90.03	M90.0	2005880	Knochentuberkulose	(null)	(null)
Fraktur des 7. Halswirbels	S12.25	S12.2	2008550	Fraktur eines sonstigen näher bezeichneten Halswirbels	(null)	(null)
Ruptur der Synovialis: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M66.17	M66.1	2005710	Ruptur der Synovialis	(null)	(null)
Osteodystrophia deformans, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation	M88.99	M88.9	2005868	Osteodystrophia deformans, nicht näher bezeichnet	(null)	(null)
Knochennekrose bei sonstigen anderenorts klassifizierten Krankheiten: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M90.54	M90.5	2005885	Knochennekrose bei sonstigen anderenorts klassifizierten Krankheiten	(null)	(null)
Weichteilschaden I. Grades bei geschlossener Fraktur oder Luxation des Unterschenkels	S81.84	S81.8	2009015	Offene Wunde sonstiger Teile des Unterschenkels	(null)	(null)
Osteochondrose der Wirbelsäule, nicht näher bezeichnet: Lumbosakralbereich	M42.97	M42.9	2005594	Osteochondrose der Wirbelsäule, nicht näher bezeichnet	(null)	(null)
Sonstige oberflächliche Verletzungen des Unterarmes: Sonstige	S50.88	S50.8	2008813	Sonstige oberflächliche Verletzungen des Unterarmes	(null)	(null)
Synovitis und Tenosynovitis bei anderenorts klassifizierten bakteriellen Krankheiten: Unterarm [Radius, Ulna, Handgelenk]	M68.03	M68.0	2005724	Synovitis und Tenosynovitis bei anderenorts klassifizierten bakteriellen Krankheiten	(null)	(null)
Senile Osteomalazie: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M83.17	M83.1	2005823	Senile Osteomalazie	(null)	(null)
Sonstige Krankheiten des Muskel-Skelett-Systems nach medizinischen Maßnahmen	M96.88	M96.8	2005937	Sonstige Krankheiten des Muskel-Skelett-System nach medizinischen Maßnahmen	(null)	(null)
Sonstige Rückenschmerzen: Lumbosakralbereich	M54.87	M54.8	2005668	Sonstige Rückenschmerzen	(null)	(null)
Keine oder geringe motorische Funktionseinschränkung	U50.0	U50	(null)	(null)	(null)	(null)
Fraktur: Os capitatum	S62.16	S62.1	2008888	Fraktur eines oder mehrerer sonstiger Handwurzelknochen	(null)	(null)
Sonstige chronische Osteomyelitis: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M86.67	M86.6	2005855	Sonstige chronische Osteomyelitis	(null)	(null)
Verbrennung 1. Grades des Rumpfes: Teil nicht näher bezeichnet	T21.10	T21.1	2009289	Verbrennung 1. Grades des Rumpfes	(null)	(null)
Nicht primär insulinabhängiger Diabetes mellitus [Typ-2-Diabetes]: Mit sonstigen näher bezeichneten Komplikationen: Als entgleist bezeichnet	E11.61	E11.6	2012212	Diabetes mellitus, Typ 2: Mit sonstigen näher bezeichneten Komplikationen	(null)	(null)
Sonstige Spondylose: Zervikalbereich	M47.82	M47.8	2005619	Sonstige Spondylose	(null)	(null)
Rhagade der Brustwarze im Zusammenhang mit der Gestation: Ohne Angabe von Schwierigkeiten beim Anlegen	O92.10	O92.1	2006918	Rhagade der Brustwarze im Zusammenhang mit der Gestation	(null)	(null)
Funktionale Höhe der Schädigung des Rückenmarkes: L2-S1	G82.66	G82.6	(null)	(null)	G82	Paraparese und Paraplegie, Tetraparese und Tetraplegie
Spinale Enthesopathie: Thorakolumbalbereich	M46.05	M46.0	2005607	Spinale Enthesopathie	(null)	(null)
Medikamenten-induzierte akute Pankreatitis: Mit Organkomplikation	K85.31	K85.3	2004888	Medikamenten-induzierte akute Pankreatitis	(null)	(null)
Verbrennungen mehrerer Körperregionen, wobei höchstens Verbrennungen des Grades 2b angegeben sind	T29.21	T29.2	2009366	Verbrennungen mehrerer Körperregionen, wobei höchstens Verbrennungen 2. Grades angegeben sind	(null)	(null)
Sonstige oberflächliche Verletzungen der Hüfte und des Oberschenkels: Schürfwunde	S70.81	S70.8	2008954	Sonstige oberflächliche Verletzungen der Hüfte und des Oberschenkels	(null)	(null)
Linksherzinsuffizienz: Mit Beschwerden in Ruhe	I50.14	I50.1	2003930	Linksherzinsuffizienz	(null)	(null)
Myositis bei anderenorts klassifizierten bakteriellen Krankheiten: Unterschenkel [Fibula, Tibia, Kniegelenk]	M63.06	M63.0	2005695	Myositis bei anderenorts klassifizierten bakteriellen Krankheiten	(null)	(null)
Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M24.37	M24.3	2005506	Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert	(null)	(null)
Sonstige und nicht näher bezeichnete Funktionsstörung, Versagen und Abstoßung eines Nierentransplantates	T86.19	T86.1	2009822	Versagen und Abstoßung eines Nierentransplantates	(null)	(null)
Chronische Funktionsverschlechterung eines Lebertransplantates	T86.41	T86.4	2009825	Versagen und Abstoßung eines Lebertransplantates	(null)	(null)
Angeborenes Aneurysma der zerebralen Gefäße	Q28.30	Q28.3	2007541	Sonstige Fehlbildungen der zerebralen Gefäße	(null)	(null)
Doppelseitige Hernia inguinalis mit Gangrän: Nicht als Rezidivhernie bezeichnet	K40.10	K40.1	2004646	Doppelseitige Hernia inguinalis mit Gangrän	(null)	(null)
Verzögerte Frakturheilung: Unterarm [Radius, Ulna, Handgelenk]	M84.23	M84.2	2005833	Verzögerte Frakturheilung	(null)	(null)
Fraktur eines Brustwirbels: T9 und T10	S22.05	S22.0	2008604	Fraktur eines Brustwirbels	(null)	(null)
Verletzung: Retroperitoneum	S36.83	S36.8	2008722	Verletzung sonstiger intraabdominaler Organe	(null)	(null)
Mitochondriale Zytopathie	G31.81	G31.8	2002964	Sonstige näher bezeichnete degenerative Krankheiten des Nervensystems	(null)	(null)
Nicht primär insulinabhängiger Diabetes mellitus [Typ-2-Diabetes]: Mit peripheren vaskulären Komplikationen: Nicht als entgleist bezeichnet	E11.50	E11.5	2002048	Nicht primär insulinabhängiger Diabetes mellitus [Typ-2-Diabetes]: Mit peripheren vaskulären Komplikationen	(null)	(null)
Inaktivitätsosteoporose mit pathologischer Fraktur: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M80.21	M80.2	2005801	Inaktivitätsosteoporose mit pathologischer Fraktur	(null)	(null)
Spondylolisthesis: Nicht näher bezeichnete Lokalisation	M43.19	M43.1	2005597	Spondylolisthesis	(null)	(null)
Verletzung des Pankreas: Teil nicht näher bezeichnet	S36.20	S36.2	2008716	Verletzung des Pankreas	(null)	(null)
Sonstige näher bezeichnete Krankheiten der Wirbelsäule und des Rückens: Lumbalbereich	M53.86	M53.8	2005658	Sonstige näher bezeichnete Krankheiten der Wirbelsäule und des Rückens	(null)	(null)
Verletzung: Colon transversum	S36.52	S36.5	2008719	Verletzung des Dickdarmes	(null)	(null)
Nekrotisierende Fasziitis: Unterschenkel [Fibula, Tibia, Kniegelenk]	M72.66	M72.6	2005751	Nekrotisierende Fasziitis	(null)	(null)
Distale Fraktur des Femurs: Suprakondylär	S72.43	S72.4	2008966	Distale Fraktur des Femurs	(null)	(null)
Kalzifikation und Ossifikation von Muskeln bei Lähmungen: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M61.25	M61.2	2005679	Kalzifikation und Ossifikation von Muskeln bei Lähmungen	(null)	(null)
Knochentuberkulose: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M90.04	M90.0	2005880	Knochentuberkulose	(null)	(null)
Dekubitus 1. Grades: Trochanter	L89.06	L89.0	2005268	Dekubitus 1. Grades und Druckzone	(null)	(null)
Primär insulinabhängiger Diabetes mellitus [Typ-1-Diabetes]: Mit sonstigen näher bezeichneten Komplikationen: Als entgleist bezeichnet	E10.61	E10.6	2002038	Primär insulinabhängiger Diabetes mellitus [Typ-1-Diabetes]: Mit sonstigen näher bezeichneten Komplikationen	(null)	(null)
Juvenile chronische Arthritis, systemisch beginnende Form: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M08.27	M08.2	2005380	Juvenile chronische Arthritis, systemisch beginnende Form	(null)	(null)
Traumatische Myositis ossificans: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M61.07	M61.0	2005677	Traumatische Myositis ossificans	(null)	(null)
Lungenspender	Z52.80	Z52.8	2011807	Spender sonstiger Organe oder Gewebe	(null)	(null)
Zystische Fibrose mit sonstigen multiplen Manifestationen	E84.87	E84.8	2002356	Zystische Fibrose mit sonstigen Manifestationen	(null)	(null)
Stenose der Foramina intervertebralia, bindegewebig oder durch Bandscheiben: Thorakalbereich [thorakolumbal]	M99.72	M99.7	2005947	Stenose der Foramina intervertebralia, bindegewebig oder durch Bandscheiben	(null)	(null)
Sonstige Schleimbeutelzyste: Unterarm [Radius, Ulna, Handgelenk]	M71.33	M71.3	2005741	Sonstige Schleimbeutelzyste	(null)	(null)
Osteomyelitis, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]	M86.96	M86.9	2005857	Osteomyelitis, nicht näher bezeichnet	(null)	(null)
